,text,notes,date
/2020/05/20/buzzfeed-quiz-party/,"With BuzzFeed’s new feature, you can take a Quiz Party with friends",h2,20200521-0030
/2020/05/20/virgin-orbit-sets-first-orbital-launch-for-may-24/,Virgin Orbit sets first orbital launch for May 24,h2,20200521-0030
/2020/05/20/tesla-drops-lawsuit-against-alameda-county-over-fremont-factory-reopening/,Tesla drops lawsuit against Alameda County over Fremont factory reopening,h2,20200521-0030
/2020/05/20/hbo-max-snyder-cut/,HBO Max will release Zack Snyder’s cut of ‘Justice League’,h2,20200521-0030
/2020/05/20/why-vcs-say-theyre-open-for-business-even-if-theyre-pausing-new-deals/,"Why VCs say they’re open for business, even if they’re pausing new deals",h2,20200521-0030
/2020/05/20/crypto-startup-school-how-to-scale-companies-using-crypto/,Crypto Startup School: How to scale companies using crypto,h2,20200521-0030
/2020/05/20/palantir-covid-19-va-contract/,"Palantir picks up more COVID-19 contracts, this time with the VA",h2,20200521-0030
/2020/05/20/autonomous-aviation-startup-xwing-raises-10m-to-scale-its-software-for-pilotless-flights/,Autonomous aviation startup Xwing raises $10M to scale its software for pilotless flights,h2,20200521-0030
/2020/05/20/what-people-tend-to-get-wrong-about-remote-work/,What people tend to get wrong about remote work,h2,20200521-0030
/2020/05/20/gopro-releases-a-flashlight-for-some-reason/,GoPro releases a flashlight for some reason,h2,20200521-0030
/2020/05/20/monzo-co-founder-tom-blomfield-moves-from-uk-ceo-role-to-president/,Monzo co-founder Tom Blomfield moves from UK CEO role to president,h2,20200521-0030
/2020/05/20/conversa-pitches-its-modified-chat-based-tool-to-monitor-employee-health-in-the-wake-of-covid-19/,Conversa pitches its modified chat-based tool to monitor employee health in the wake of COVID-19,h2,20200521-0030
/2020/05/20/covid-19-exposure-notification-settings-begin-to-go-live-for-ios-users-with-new-update/,COVID-19 exposure notification settings begin to go live for iOS users with new update,h2,20200521-0030
/2020/05/20/apple-and-google-launch-exposure-notification-api-enabling-public-health-authorities-to-release-apps/,"Apple and Google launch exposure notification API, enabling public health authorities to release apps",h2,20200521-0030
/2020/05/20/twitter-is-testing-a-feature-that-limits-who-can-reply-to-your-tweets/,Twitter is testing a feature that limits who can reply to your tweets,h2,20200521-0030
/2020/05/20/home-chef-data-breach/,Home Chef confirms breach after 8 million user records found on the dark web,h2,20200521-0030
/2020/05/20/extra-crunch-live-join-verizon-ceo-hans-vestberg-for-a-live-qa-may-26-at-2pm-et-11am-pt/,Extra Crunch Live: Join Verizon CEO Hans Vestberg for a live Q&A May 26 at 2pm ET/11am PT,h3,20200521-0030
/2020/05/20/shopify-balance/,Shopify announces a new merchant debit card and support for payment installment plans,h3,20200521-0030
/2020/05/20/what-to-do-when-your-vc-writes-your-startup-off/,What to do when your VC writes your startup off,h2,20200521-0100
/2020/05/20/the-ntwrk-the-live-nation-backed-shopping-app-for-gen-z-is-launching-a-virtual-festival/,"The NTWRK, the Live Nation-backed shopping app for Gen Z, is launching a virtual festival",h2,20200521-0100
/2020/05/20/scribd-perks/,"Scribd announces a perks program, giving its subscribers access to Pandora Plus, TuneIn Premium and more",h2,20200521-0100
/2020/05/20/hims-hers-launch-spanish-language-telemedicine-services/,Hims & Hers launch Spanish language telemedicine services,h2,20200521-0100
/2020/05/20/klobuchar-uber-grubhub-letter/,Democratic senators flag Uber’s possible Grubhub deal over antitrust concerns,h2,20200521-0100
/2020/05/20/buzzfeed-quiz-party/,"With BuzzFeed’s new feature, you can take a Quiz Party with friends",h2,20200521-0100
/2020/05/20/virgin-orbit-sets-first-orbital-launch-for-may-24/,Virgin Orbit sets first orbital launch for May 24,h2,20200521-0100
/2020/05/20/tesla-drops-lawsuit-against-alameda-county-over-fremont-factory-reopening/,Tesla drops lawsuit against Alameda County over Fremont factory reopening,h2,20200521-0100
/2020/05/20/hbo-max-snyder-cut/,HBO Max will release Zack Snyder’s cut of ‘Justice League’,h2,20200521-0100
/2020/05/20/why-vcs-say-theyre-open-for-business-even-if-theyre-pausing-new-deals/,"Why VCs say they’re open for business, even if they’re pausing new deals",h2,20200521-0100
/2020/05/20/crypto-startup-school-how-to-scale-companies-using-crypto/,Crypto Startup School: How to scale companies using crypto,h2,20200521-0100
/2020/05/20/palantir-covid-19-va-contract/,"Palantir picks up more COVID-19 contracts, this time with the VA",h2,20200521-0100
/2020/05/20/autonomous-aviation-startup-xwing-raises-10m-to-scale-its-software-for-pilotless-flights/,Autonomous aviation startup Xwing raises $10M to scale its software for pilotless flights,h2,20200521-0100
/2020/05/20/what-people-tend-to-get-wrong-about-remote-work/,What people tend to get wrong about remote work,h2,20200521-0100
/2020/05/20/gopro-releases-a-flashlight-for-some-reason/,GoPro releases a flashlight for some reason,h2,20200521-0100
/2020/05/20/monzo-co-founder-tom-blomfield-moves-from-uk-ceo-role-to-president/,Monzo co-founder Tom Blomfield moves from UK CEO role to president,h2,20200521-0100
/2020/05/20/conversa-pitches-its-modified-chat-based-tool-to-monitor-employee-health-in-the-wake-of-covid-19/,Conversa pitches its modified chat-based tool to monitor employee health in the wake of COVID-19,h2,20200521-0100
/2020/05/20/covid-19-exposure-notification-settings-begin-to-go-live-for-ios-users-with-new-update/,COVID-19 exposure notification settings begin to go live for iOS users with new update,h2,20200521-0100
/2020/05/20/apple-and-google-launch-exposure-notification-api-enabling-public-health-authorities-to-release-apps/,"Apple and Google launch exposure notification API, enabling public health authorities to release apps",h2,20200521-0100
/2020/05/20/twitter-is-testing-a-feature-that-limits-who-can-reply-to-your-tweets/,Twitter is testing a feature that limits who can reply to your tweets,h2,20200521-0100
/2020/05/20/home-chef-data-breach/,Home Chef confirms breach after 8 million user records found on the dark web,h2,20200521-0100
/2020/05/20/extra-crunch-live-join-verizon-ceo-hans-vestberg-for-a-live-qa-may-26-at-2pm-et-11am-pt/,Extra Crunch Live: Join Verizon CEO Hans Vestberg for a live Q&A May 26 at 2pm ET/11am PT,h3,20200521-0100
/2020/05/20/shopify-balance/,Shopify announces a new merchant debit card and support for payment installment plans,h3,20200521-0100
/2020/05/20/what-to-do-when-your-vc-writes-your-startup-off/,What to do when your VC writes your startup off,h2,20200521-0130
/2020/05/20/the-ntwrk-the-live-nation-backed-shopping-app-for-gen-z-is-launching-a-virtual-festival/,"The NTWRK, the Live Nation-backed shopping app for Gen Z, is launching a virtual festival",h2,20200521-0130
/2020/05/20/scribd-perks/,"Scribd announces a perks program, giving its subscribers access to Pandora Plus, TuneIn Premium and more",h2,20200521-0130
/2020/05/20/hims-hers-launch-spanish-language-telemedicine-services/,Hims & Hers launch Spanish language telemedicine services,h2,20200521-0130
/2020/05/20/klobuchar-uber-grubhub-letter/,Democratic senators flag Uber’s possible Grubhub deal over antitrust concerns,h2,20200521-0130
/2020/05/20/buzzfeed-quiz-party/,"With BuzzFeed’s new feature, you can take a Quiz Party with friends",h2,20200521-0130
/2020/05/20/virgin-orbit-sets-first-orbital-launch-for-may-24/,Virgin Orbit sets first orbital launch for May 24,h2,20200521-0130
/2020/05/20/tesla-drops-lawsuit-against-alameda-county-over-fremont-factory-reopening/,Tesla drops lawsuit against Alameda County over Fremont factory reopening,h2,20200521-0130
/2020/05/20/hbo-max-snyder-cut/,HBO Max will release Zack Snyder’s cut of ‘Justice League’,h2,20200521-0130
/2020/05/20/why-vcs-say-theyre-open-for-business-even-if-theyre-pausing-new-deals/,"Why VCs say they’re open for business, even if they’re pausing new deals",h2,20200521-0130
/2020/05/20/crypto-startup-school-how-to-scale-companies-using-crypto/,Crypto Startup School: How to scale companies using crypto,h2,20200521-0130
/2020/05/20/palantir-covid-19-va-contract/,"Palantir picks up more COVID-19 contracts, this time with the VA",h2,20200521-0130
/2020/05/20/autonomous-aviation-startup-xwing-raises-10m-to-scale-its-software-for-pilotless-flights/,Autonomous aviation startup Xwing raises $10M to scale its software for pilotless flights,h2,20200521-0130
/2020/05/20/what-people-tend-to-get-wrong-about-remote-work/,What people tend to get wrong about remote work,h2,20200521-0130
/2020/05/20/gopro-releases-a-flashlight-for-some-reason/,GoPro releases a flashlight for some reason,h2,20200521-0130
/2020/05/20/monzo-co-founder-tom-blomfield-moves-from-uk-ceo-role-to-president/,Monzo co-founder Tom Blomfield moves from UK CEO role to president,h2,20200521-0130
/2020/05/20/conversa-pitches-its-modified-chat-based-tool-to-monitor-employee-health-in-the-wake-of-covid-19/,Conversa pitches its modified chat-based tool to monitor employee health in the wake of COVID-19,h2,20200521-0130
/2020/05/20/covid-19-exposure-notification-settings-begin-to-go-live-for-ios-users-with-new-update/,COVID-19 exposure notification settings begin to go live for iOS users with new update,h2,20200521-0130
/2020/05/20/apple-and-google-launch-exposure-notification-api-enabling-public-health-authorities-to-release-apps/,"Apple and Google launch exposure notification API, enabling public health authorities to release apps",h2,20200521-0130
/2020/05/20/twitter-is-testing-a-feature-that-limits-who-can-reply-to-your-tweets/,Twitter is testing a feature that limits who can reply to your tweets,h2,20200521-0130
/2020/05/20/home-chef-data-breach/,Home Chef confirms breach after 8 million user records found on the dark web,h2,20200521-0130
/2020/05/20/extra-crunch-live-join-verizon-ceo-hans-vestberg-for-a-live-qa-may-26-at-2pm-et-11am-pt/,Extra Crunch Live: Join Verizon CEO Hans Vestberg for a live Q&A May 26 at 2pm ET/11am PT,h3,20200521-0130
/2020/05/20/shopify-balance/,Shopify announces a new merchant debit card and support for payment installment plans,h3,20200521-0130
/2020/05/20/what-to-do-when-your-vc-writes-your-startup-off/,What to do when your VC writes your startup off,h2,20200521-0200
/2020/05/20/founder-collective-barrels-forward-closing-its-fourth-and-newest-fund-with-85-million/,"Founder Collective barrels forward, closing its fourth and newest fund with $85 million",h2,20200521-0200
/2020/05/20/the-ntwrk-the-live-nation-backed-shopping-app-for-gen-z-is-launching-a-virtual-festival/,"The NTWRK, the Live Nation-backed shopping app for Gen Z, is launching a virtual festival",h2,20200521-0200
/2020/05/20/scribd-perks/,"Scribd announces a perks program, giving its subscribers access to Pandora Plus, TuneIn Premium and more",h2,20200521-0200
/2020/05/20/hims-hers-launch-spanish-language-telemedicine-services/,Hims & Hers launch Spanish language telemedicine services,h2,20200521-0200
/2020/05/20/klobuchar-uber-grubhub-letter/,Democratic senators flag Uber’s possible Grubhub deal over antitrust concerns,h2,20200521-0200
/2020/05/20/buzzfeed-quiz-party/,"With BuzzFeed’s new feature, you can take a Quiz Party with friends",h2,20200521-0200
/2020/05/20/virgin-orbit-sets-first-orbital-launch-for-may-24/,Virgin Orbit sets first orbital launch for May 24,h2,20200521-0200
/2020/05/20/tesla-drops-lawsuit-against-alameda-county-over-fremont-factory-reopening/,Tesla drops lawsuit against Alameda County over Fremont factory reopening,h2,20200521-0200
/2020/05/20/hbo-max-snyder-cut/,HBO Max will release Zack Snyder’s cut of ‘Justice League’,h2,20200521-0200
/2020/05/20/why-vcs-say-theyre-open-for-business-even-if-theyre-pausing-new-deals/,"Why VCs say they’re open for business, even if they’re pausing new deals",h2,20200521-0200
/2020/05/20/crypto-startup-school-how-to-scale-companies-using-crypto/,Crypto Startup School: How to scale companies using crypto,h2,20200521-0200
/2020/05/20/palantir-covid-19-va-contract/,"Palantir picks up more COVID-19 contracts, this time with the VA",h2,20200521-0200
/2020/05/20/autonomous-aviation-startup-xwing-raises-10m-to-scale-its-software-for-pilotless-flights/,Autonomous aviation startup Xwing raises $10M to scale its software for pilotless flights,h2,20200521-0200
/2020/05/20/what-people-tend-to-get-wrong-about-remote-work/,What people tend to get wrong about remote work,h2,20200521-0200
/2020/05/20/gopro-releases-a-flashlight-for-some-reason/,GoPro releases a flashlight for some reason,h2,20200521-0200
/2020/05/20/monzo-co-founder-tom-blomfield-moves-from-uk-ceo-role-to-president/,Monzo co-founder Tom Blomfield moves from UK CEO role to president,h2,20200521-0200
/2020/05/20/conversa-pitches-its-modified-chat-based-tool-to-monitor-employee-health-in-the-wake-of-covid-19/,Conversa pitches its modified chat-based tool to monitor employee health in the wake of COVID-19,h2,20200521-0200
/2020/05/20/covid-19-exposure-notification-settings-begin-to-go-live-for-ios-users-with-new-update/,COVID-19 exposure notification settings begin to go live for iOS users with new update,h2,20200521-0200
/2020/05/20/apple-and-google-launch-exposure-notification-api-enabling-public-health-authorities-to-release-apps/,"Apple and Google launch exposure notification API, enabling public health authorities to release apps",h2,20200521-0200
/2020/05/20/twitter-is-testing-a-feature-that-limits-who-can-reply-to-your-tweets/,Twitter is testing a feature that limits who can reply to your tweets,h2,20200521-0200
/2020/05/20/extra-crunch-live-join-verizon-ceo-hans-vestberg-for-a-live-qa-may-26-at-2pm-et-11am-pt/,Extra Crunch Live: Join Verizon CEO Hans Vestberg for a live Q&A May 26 at 2pm ET/11am PT,h3,20200521-0200
/2020/05/20/shopify-balance/,Shopify announces a new merchant debit card and support for payment installment plans,h3,20200521-0200
/2020/05/20/what-to-do-when-your-vc-writes-your-startup-off/,What to do when your VC writes your startup off,h2,20200521-0230
/2020/05/20/founder-collective-barrels-forward-closing-its-fourth-and-newest-fund-with-85-million/,"Founder Collective barrels forward, closing its fourth and newest fund with $85 million",h2,20200521-0230
/2020/05/20/the-ntwrk-the-live-nation-backed-shopping-app-for-gen-z-is-launching-a-virtual-festival/,"The NTWRK, the Live Nation-backed shopping app for Gen Z, is launching a virtual festival",h2,20200521-0230
/2020/05/20/scribd-perks/,"Scribd announces a perks program, giving its subscribers access to Pandora Plus, TuneIn Premium and more",h2,20200521-0230
/2020/05/20/hims-hers-launch-spanish-language-telemedicine-services/,Hims & Hers launch Spanish language telemedicine services,h2,20200521-0230
/2020/05/20/klobuchar-uber-grubhub-letter/,Democratic senators flag Uber’s possible Grubhub deal over antitrust concerns,h2,20200521-0230
/2020/05/20/buzzfeed-quiz-party/,"With BuzzFeed’s new feature, you can take a Quiz Party with friends",h2,20200521-0230
/2020/05/20/virgin-orbit-sets-first-orbital-launch-for-may-24/,Virgin Orbit sets first orbital launch for May 24,h2,20200521-0230
/2020/05/20/tesla-drops-lawsuit-against-alameda-county-over-fremont-factory-reopening/,Tesla drops lawsuit against Alameda County over Fremont factory reopening,h2,20200521-0230
/2020/05/20/hbo-max-snyder-cut/,HBO Max will release Zack Snyder’s cut of ‘Justice League’,h2,20200521-0230
/2020/05/20/why-vcs-say-theyre-open-for-business-even-if-theyre-pausing-new-deals/,"Why VCs say they’re open for business, even if they’re pausing new deals",h2,20200521-0230
/2020/05/20/crypto-startup-school-how-to-scale-companies-using-crypto/,Crypto Startup School: How to scale companies using crypto,h2,20200521-0230
/2020/05/20/palantir-covid-19-va-contract/,"Palantir picks up more COVID-19 contracts, this time with the VA",h2,20200521-0230
/2020/05/20/autonomous-aviation-startup-xwing-raises-10m-to-scale-its-software-for-pilotless-flights/,Autonomous aviation startup Xwing raises $10M to scale its software for pilotless flights,h2,20200521-0230
/2020/05/20/what-people-tend-to-get-wrong-about-remote-work/,What people tend to get wrong about remote work,h2,20200521-0230
/2020/05/20/gopro-releases-a-flashlight-for-some-reason/,GoPro releases a flashlight for some reason,h2,20200521-0230
/2020/05/20/monzo-co-founder-tom-blomfield-moves-from-uk-ceo-role-to-president/,Monzo co-founder Tom Blomfield moves from UK CEO role to president,h2,20200521-0230
/2020/05/20/conversa-pitches-its-modified-chat-based-tool-to-monitor-employee-health-in-the-wake-of-covid-19/,Conversa pitches its modified chat-based tool to monitor employee health in the wake of COVID-19,h2,20200521-0230
/2020/05/20/covid-19-exposure-notification-settings-begin-to-go-live-for-ios-users-with-new-update/,COVID-19 exposure notification settings begin to go live for iOS users with new update,h2,20200521-0230
/2020/05/20/apple-and-google-launch-exposure-notification-api-enabling-public-health-authorities-to-release-apps/,"Apple and Google launch exposure notification API, enabling public health authorities to release apps",h2,20200521-0230
/2020/05/20/twitter-is-testing-a-feature-that-limits-who-can-reply-to-your-tweets/,Twitter is testing a feature that limits who can reply to your tweets,h2,20200521-0230
/2020/05/20/extra-crunch-live-join-verizon-ceo-hans-vestberg-for-a-live-qa-may-26-at-2pm-et-11am-pt/,Extra Crunch Live: Join Verizon CEO Hans Vestberg for a live Q&A May 26 at 2pm ET/11am PT,h3,20200521-0230
/2020/05/20/shopify-balance/,Shopify announces a new merchant debit card and support for payment installment plans,h3,20200521-0230
/2020/05/20/what-to-do-when-your-vc-writes-your-startup-off/,What to do when your VC writes your startup off,h2,20200521-0300
/2020/05/20/founder-collective-barrels-forward-closing-its-fourth-and-newest-fund-with-85-million/,"Founder Collective barrels forward, closing its fourth and newest fund with $85 million",h2,20200521-0300
/2020/05/20/the-ntwrk-the-live-nation-backed-shopping-app-for-gen-z-is-launching-a-virtual-festival/,"The NTWRK, the Live Nation-backed shopping app for Gen Z, is launching a virtual festival",h2,20200521-0300
/2020/05/20/scribd-perks/,"Scribd announces a perks program, giving its subscribers access to Pandora Plus, TuneIn Premium and more",h2,20200521-0300
/2020/05/20/hims-hers-launch-spanish-language-telemedicine-services/,Hims & Hers launch Spanish language telemedicine services,h2,20200521-0300
/2020/05/20/klobuchar-uber-grubhub-letter/,Democratic senators flag Uber’s possible Grubhub deal over antitrust concerns,h2,20200521-0300
/2020/05/20/buzzfeed-quiz-party/,"With BuzzFeed’s new feature, you can take a Quiz Party with friends",h2,20200521-0300
/2020/05/20/virgin-orbit-sets-first-orbital-launch-for-may-24/,Virgin Orbit sets first orbital launch for May 24,h2,20200521-0300
/2020/05/20/tesla-drops-lawsuit-against-alameda-county-over-fremont-factory-reopening/,Tesla drops lawsuit against Alameda County over Fremont factory reopening,h2,20200521-0300
/2020/05/20/hbo-max-snyder-cut/,HBO Max will release Zack Snyder’s cut of ‘Justice League’,h2,20200521-0300
/2020/05/20/why-vcs-say-theyre-open-for-business-even-if-theyre-pausing-new-deals/,"Why VCs say they’re open for business, even if they’re pausing new deals",h2,20200521-0300
/2020/05/20/crypto-startup-school-how-to-scale-companies-using-crypto/,Crypto Startup School: How to scale companies using crypto,h2,20200521-0300
/2020/05/20/palantir-covid-19-va-contract/,"Palantir picks up more COVID-19 contracts, this time with the VA",h2,20200521-0300
/2020/05/20/autonomous-aviation-startup-xwing-raises-10m-to-scale-its-software-for-pilotless-flights/,Autonomous aviation startup Xwing raises $10M to scale its software for pilotless flights,h2,20200521-0300
/2020/05/20/what-people-tend-to-get-wrong-about-remote-work/,What people tend to get wrong about remote work,h2,20200521-0300
/2020/05/20/gopro-releases-a-flashlight-for-some-reason/,GoPro releases a flashlight for some reason,h2,20200521-0300
/2020/05/20/monzo-co-founder-tom-blomfield-moves-from-uk-ceo-role-to-president/,Monzo co-founder Tom Blomfield moves from UK CEO role to president,h2,20200521-0300
/2020/05/20/conversa-pitches-its-modified-chat-based-tool-to-monitor-employee-health-in-the-wake-of-covid-19/,Conversa pitches its modified chat-based tool to monitor employee health in the wake of COVID-19,h2,20200521-0300
/2020/05/20/covid-19-exposure-notification-settings-begin-to-go-live-for-ios-users-with-new-update/,COVID-19 exposure notification settings begin to go live for iOS users with new update,h2,20200521-0300
/2020/05/20/apple-and-google-launch-exposure-notification-api-enabling-public-health-authorities-to-release-apps/,"Apple and Google launch exposure notification API, enabling public health authorities to release apps",h2,20200521-0300
/2020/05/20/twitter-is-testing-a-feature-that-limits-who-can-reply-to-your-tweets/,Twitter is testing a feature that limits who can reply to your tweets,h2,20200521-0300
/2020/05/20/extra-crunch-live-join-verizon-ceo-hans-vestberg-for-a-live-qa-may-26-at-2pm-et-11am-pt/,Extra Crunch Live: Join Verizon CEO Hans Vestberg for a live Q&A May 26 at 2pm ET/11am PT,h3,20200521-0300
/2020/05/20/shopify-balance/,Shopify announces a new merchant debit card and support for payment installment plans,h3,20200521-0300
/2020/05/20/what-to-do-when-your-vc-writes-your-startup-off/,What to do when your VC writes your startup off,h2,20200521-0330
/2020/05/20/founder-collective-barrels-forward-closing-its-fourth-and-newest-fund-with-85-million/,"Founder Collective barrels forward, closing its fourth and newest fund with $85 million",h2,20200521-0330
/2020/05/20/the-ntwrk-the-live-nation-backed-shopping-app-for-gen-z-is-launching-a-virtual-festival/,"The NTWRK, the Live Nation-backed shopping app for Gen Z, is launching a virtual festival",h2,20200521-0330
/2020/05/20/scribd-perks/,"Scribd announces a perks program, giving its subscribers access to Pandora Plus, TuneIn Premium and more",h2,20200521-0330
/2020/05/20/hims-hers-launch-spanish-language-telemedicine-services/,Hims & Hers launch Spanish language telemedicine services,h2,20200521-0330
/2020/05/20/klobuchar-uber-grubhub-letter/,Democratic senators flag Uber’s possible Grubhub deal over antitrust concerns,h2,20200521-0330
/2020/05/20/buzzfeed-quiz-party/,"With BuzzFeed’s new feature, you can take a Quiz Party with friends",h2,20200521-0330
/2020/05/20/virgin-orbit-sets-first-orbital-launch-for-may-24/,Virgin Orbit sets first orbital launch for May 24,h2,20200521-0330
/2020/05/20/tesla-drops-lawsuit-against-alameda-county-over-fremont-factory-reopening/,Tesla drops lawsuit against Alameda County over Fremont factory reopening,h2,20200521-0330
/2020/05/20/hbo-max-snyder-cut/,HBO Max will release Zack Snyder’s cut of ‘Justice League’,h2,20200521-0330
/2020/05/20/why-vcs-say-theyre-open-for-business-even-if-theyre-pausing-new-deals/,"Why VCs say they’re open for business, even if they’re pausing new deals",h2,20200521-0330
/2020/05/20/crypto-startup-school-how-to-scale-companies-using-crypto/,Crypto Startup School: How to scale companies using crypto,h2,20200521-0330
/2020/05/20/palantir-covid-19-va-contract/,"Palantir picks up more COVID-19 contracts, this time with the VA",h2,20200521-0330
/2020/05/20/autonomous-aviation-startup-xwing-raises-10m-to-scale-its-software-for-pilotless-flights/,Autonomous aviation startup Xwing raises $10M to scale its software for pilotless flights,h2,20200521-0330
/2020/05/20/what-people-tend-to-get-wrong-about-remote-work/,What people tend to get wrong about remote work,h2,20200521-0330
/2020/05/20/gopro-releases-a-flashlight-for-some-reason/,GoPro releases a flashlight for some reason,h2,20200521-0330
/2020/05/20/monzo-co-founder-tom-blomfield-moves-from-uk-ceo-role-to-president/,Monzo co-founder Tom Blomfield moves from UK CEO role to president,h2,20200521-0330
/2020/05/20/conversa-pitches-its-modified-chat-based-tool-to-monitor-employee-health-in-the-wake-of-covid-19/,Conversa pitches its modified chat-based tool to monitor employee health in the wake of COVID-19,h2,20200521-0330
/2020/05/20/covid-19-exposure-notification-settings-begin-to-go-live-for-ios-users-with-new-update/,COVID-19 exposure notification settings begin to go live for iOS users with new update,h2,20200521-0330
/2020/05/20/apple-and-google-launch-exposure-notification-api-enabling-public-health-authorities-to-release-apps/,"Apple and Google launch exposure notification API, enabling public health authorities to release apps",h2,20200521-0330
/2020/05/20/twitter-is-testing-a-feature-that-limits-who-can-reply-to-your-tweets/,Twitter is testing a feature that limits who can reply to your tweets,h2,20200521-0330
/2020/05/20/extra-crunch-live-join-verizon-ceo-hans-vestberg-for-a-live-qa-may-26-at-2pm-et-11am-pt/,Extra Crunch Live: Join Verizon CEO Hans Vestberg for a live Q&A May 26 at 2pm ET/11am PT,h3,20200521-0330
/2020/05/20/shopify-balance/,Shopify announces a new merchant debit card and support for payment installment plans,h3,20200521-0330
/2020/05/20/what-to-do-when-your-vc-writes-your-startup-off/,What to do when your VC writes your startup off,h2,20200521-0400
/2020/05/20/founder-collective-barrels-forward-closing-its-fourth-and-newest-fund-with-85-million/,"Founder Collective barrels forward, closing its fourth and newest fund with $85 million",h2,20200521-0400
/2020/05/20/the-ntwrk-the-live-nation-backed-shopping-app-for-gen-z-is-launching-a-virtual-festival/,"The NTWRK, the Live Nation-backed shopping app for Gen Z, is launching a virtual festival",h2,20200521-0400
/2020/05/20/scribd-perks/,"Scribd announces a perks program, giving its subscribers access to Pandora Plus, TuneIn Premium and more",h2,20200521-0400
/2020/05/20/hims-hers-launch-spanish-language-telemedicine-services/,Hims & Hers launch Spanish language telemedicine services,h2,20200521-0400
