,text,notes,date
https://www.nationalreview.com/2020/09/reminiscences-of-a-middle-class-radical/,Reminiscences of a Middle-Class Radical,,20200929-0000
https://www.nationalreview.com/2020/09/why-the-federalist-society-and-other-institutions-matter/,Why the Federalist Society and Other Institutions Matter,,20200929-0000
https://www.nationalreview.com/2020/09/why-left-wing-feminists-hate-amy-coney-barrett/,Why Left-Wing Feminists Hate Amy Coney Barrett,,20200929-0000
https://www.nationalreview.com/2020/09/revolution-by-shenanigan/,Revolution by Shenanigan,,20200929-0000
https://www.nationalreview.com/2020/09/how-a-black-community-learned-to-fight-back/,How a Black Community Learned to Fight Back,,20200929-0000
https://www.nationalreview.com/2020/09/markets-dont-have-much-reason-to-believe-the-federal-reserve/,Markets Don’t Have Much Reason to Believe the Federal Reserve,,20200929-0000
https://www.nationalreview.com/2020/09/whats-at-stake-in-2020/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=river&utm_content=featured-content-trending&utm_term=first,What’s at Stake in 2020,,20200929-0000
https://www.nationalreview.com/2020/09/steeles-dossier-source-was-a-suspected-russian-spy/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=river&utm_content=featured-content-trending&utm_term=first,Steele’s Dossier Source Was a Suspected Russian Spy,,20200929-0000
https://www.nationalreview.com/2020/09/the-capital-note-election-trades-real-estate-troubles/,The Capital Note: Election Trades & Real Estate Troubles,,20200929-0000
https://www.nationalreview.com/2020/09/how-a-black-community-learned-to-fight-back/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=right-rail&utm_content=featured-writers&utm_term=first,How a Black Community Learned to Fight Back,,20200929-0000
https://www.nationalreview.com/2020/09/new-project-veritas-video-voter-fraud-in-ilhan-omars-district/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=right-rail&utm_content=featured-writers&utm_term=second,New Project Veritas Video: Voter Fraud in Ilhan Omar’s District,,20200929-0000
https://www.nationalreview.com/2020/09/revolution-by-shenanigan/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=right-rail&utm_content=featured-writers&utm_term=third,Revolution by Shenanigan,,20200929-0000
https://www.nationalreview.com/2020/09/reminiscences-of-a-middle-class-radical/,Reminiscences of a Middle-Class Radical,,20200929-0030
https://www.nationalreview.com/2020/09/why-the-federalist-society-and-other-institutions-matter/,Why the Federalist Society and Other Institutions Matter,,20200929-0030
